Year,C Fips,Count,Population,Ozone,PM2.5,Not Carcinogen,Carcinogen,Radon,Education,Poverty,Unemployed,Median Income,Alcohol,Health Status,Unhealthy Days,Uninsured,HIV,Hep B,Hep C,Cancer Rate,Superfund,Fracking,Medicare Population,Disabled Medicare,Work Disabled,Drug Use,Major Depression
2001,23,678,127520,0.0,0.0,1702708.0,91135.1,0.3416666666666667,23.0,20.9,9.760000000000002,63.2,77.3,21.7,7.6,16.588770388958597,10.993,9.423,237.145,0.5316813048933501,0.0,0.0,12.340809284818068,3.4065244667503136,6.128450439146801,7.292189460476788,5.419542032622333
2001,25,515,143707,3592675.0,574828.0,468905.0,341518.3,1.4500000000000002,10.3,24.3,27.02,61.9,78.5,25.1,7.4,30.009672458544124,8.982000000000003,141.64700000000005,310.932,0.3583680683613185,0.0,0.0,11.225618793795709,1.873951860382584,5.39987613686181,7.495807441530336,5.2133855692485405
2001,27,127,18117,181170.0,90585.0,20548.3,310.0,1.7,17.1,12.4,8.82,80.2,78.4,22.2,7.3,16.233371971076892,0.0,5.492000000000001,60.416,0.7009990616547994,0.0,0.0,18.55163658442347,2.3127449356957555,7.655792901694541,6.778164155213336,5.425843130761163
2001,29,2711,676574,85248324.0,31798978.0,2590712.8418,1006449.6293,1.4350000000000005,13.5,21.9,13.499999999999995,79.3,78.2,19.5,6.6,22.517270838075362,13.83,21.334,224.078,0.4006952676277835,2.0,3033.0,9.322557473387981,2.3079515322788047,3.448107671888071,7.621339277004437,5.357876595908208
2001,31,447,132881,6245407.0,5049478.0,10590080.391,9729235.9,1.4750000000000003,10.4,22.4,14.34,72.0,78.5,25.1,7.4,20.565769372596534,7.551,9.816,255.963,0.33639120717032533,0.0,1.0,7.090554706842965,1.5111264966398508,5.015013433071696,7.51047930102874,5.337106132554692
2001,33,430,60219,0.0,240876.0,1279278.03,80077.0,1.3375,12.1,20.5,13.62,58.9,77.1,24.5,8.2,19.22981118915957,8.327,9.992,173.201,0.7140603464022983,1.0,0.0,17.05773925173118,4.261113602019296,7.590627542802106,7.386373071621913,5.785549411315365
2001,35,82,33548,0.0,33548.0,440969.94,0.0,1.1222222222222222,10.7,17.1,12.38,84.8,77.9,27.7,8.6,12.27494932633838,2.972,47.548,912.333,0.24442589722189104,0.0,0.0,9.452128293788006,2.3876237033504233,5.487659472993919,7.663646118993681,5.752950995588411
2001,37,39186,9626034,789334788.0,818212890.0,7478344.398886802,887871.2012779997,0.7072463768115944,24.9,16.7,10.96,91.6,79.2,20.2,6.9,22.52112344502419,24.015,81.311,106.478,0.40708354032408367,15.0,16.0,9.470047581381905,1.2278161494131437,3.853341885141898,6.912421044845677,5.151706299811532
2001,39,528,125581,5274402.0,3265106.0,106844.0,94035.85,2.6041666666666665,12.0,22.6,14.02,72.3,78.5,25.1,7.4,23.78863044568844,6.3260000000000005,0.7909999999999999,402.512,0.42044576807001055,0.0,0.0,12.786169882386666,2.415970568796235,3.27438067860584,7.760728135625612,5.634610331180672
2001,41,1594,247866,0.0,3222258.0,0.0,0.0,0.7810344827586209,51.3,7.5,6.74,154.9,79.5,15.9,6.3,9.48940153147265,14.532,11.706,41.577,0.6430894112141238,0.0,0.0,13.290648979690639,1.213962382900438,2.3674081963641647,6.417580466865161,5.47715297781866
2001,43,125,17099,752356.0,205188.0,0.0,250.0,1.0444444444444445,20.2,15.2,11.220000000000002,69.2,78.7,24.1,6.4,16.141294812562137,5.791,5.791,81.07,0.7310369027428505,0.0,0.0,16.33428855488625,2.7837885256447743,5.275162290192409,7.50921106497456,5.912626469384175
2001,45,474,86841,0.0,260523.0,47754.45,1107.0,0.3764705882352941,20.2,20.3,9.98,67.1,77.3,24.0,7.7,18.653631349247476,9.181,8.033,167.546,0.5458251286834559,1.0,0.0,13.493626282516322,3.1586462615584803,5.338492186870257,6.90917884409438,5.345401365714351
2001,47,802,218816,13347776.0,4813952.0,747021.1,112591.138,2.05,11.0,25.9,16.220000000000002,66.5,78.5,25.1,7.4,23.968996782684997,8.283,10.584,51.537,0.3665179877157063,1.0,0.0,8.074363849078678,1.5309666569172273,3.4709527639660718,7.504478648727699,5.136735887686458
2001,49,46,9350,0.0,0.0,0.0,0.0,1.0,12.4,20.3,13.48,59.6,78.4,24.5,7.8,19.818181818181817,0.0,0.0,53.0,0.4919786096256685,0.0,0.0,16.25668449197861,3.272727272727273,7.1764705882352935,7.048128342245989,5.529411764705882
2001,51,31,13224,198360.0,52896.0,0.0,101.0,1.85,28.9,11.2,9.06,83.7,80.8,21.2,7.5,17.16575922565033,0.0,0.0,52.978,0.23442226255293405,0.0,0.0,6.110102843315184,0.7183908045977011,4.597701149425287,6.45795523290986,5.096793708408953
2001,53,1553,407082,407082.0,4477902.0,24241.85,3.1860000000000004,0.9149999999999998,22.5,15.3,11.400000000000002,93.1,77.8,21.1,7.0,19.68964483814072,8.123,23.384,116.181,0.3814956200470667,2.0,0.0,9.436182390771393,1.3110380709537637,2.9549329127792436,6.851445163382317,4.9786038193779145
2001,55,734,126818,126818.0,1648634.0,3642.0,0.0,0.993103448275862,26.4,10.1,8.4,112.7,79.5,16.7,6.6,13.661309908688041,7.1320000000000014,15.057,202.079,0.5787821918024255,0.0,0.0,14.938731094954974,2.4373511646611683,2.5004336923780537,7.05104953555489,5.522875301613336
2001,57,687,93715,4498320.0,468575.0,0.0,0.0,2.3653846153846154,26.1,12.4,9.88,89.4,79.2,19.8,7.2,13.119564637464654,3.208,4.277,29.942,0.7330736808408472,1.0,0.0,15.959024702555622,2.1714773515445764,5.922210958757936,7.254975190737875,5.812303259883691
2001,59,12754,2885457,25969113.0,135616479.0,580410.331,1213543.9116250002,0.6935483870967741,30.8,12.7,8.139999999999999,121.0,79.2,20.2,6.9,17.651415356388952,11.142,50.036,83.809,0.442009705914869,2.0,0.0,9.750067320358612,0.9616154390794942,3.0866860951315513,6.838812708004313,5.220836768664375
2001,61,1516,263615,11599060.0,2372535.0,175518.0,12378.958,0.9000000000000001,30.3,8.6,9.7,118.2,79.8,14.3,6.4,11.776264628340574,2.265,9.059,24.535,0.5750810841568196,0.0,0.0,13.539821330349183,1.6125789503632189,2.90385600212431,8.166454867894467,6.386965840335337
2001,63,129,20820,208200.0,229020.0,384.0,0.0,1.318181818181818,17.5,13.8,15.580000000000002,72.6,78.9,21.7,6.8,14.923150816522574,0.0,0.0,38.636,0.6195965417867435,0.0,0.0,16.724303554274737,3.1508165225744476,12.478386167146974,7.113352545629202,5.7396733909702204
2001,65,7674,1616634,187529544.0,189146178.0,350829.41000000003,78841.19,0.2875,16.6,16.2,12.06,89.8,79.2,20.2,6.9,19.850380481914893,14.484000000000002,11.834,110.697,0.47469000404544254,3.0,0.0,11.936158710011048,1.669889412198432,5.161650689024231,8.206557575802563,5.947233572967042
2001,67,6004,1266257,63312850.0,21526369.0,163846.0,36354.0,0.938181818181818,24.8,16.9,10.68,91.1,79.2,20.2,6.9,15.656379392177103,16.354,43.61,83.586,0.47415335117594615,4.0,0.0,10.552123305142636,2.138507427797043,2.969855250553403,7.208568244834974,5.405458765479677
2001,69,207,54644,437152.0,601084.0,1640.5700000000004,4.1,0.35,17.1,9.3,13.26,118.7,78.0,22.8,8.8,18.303930898177292,3.657,1.828,38.394,0.37881560647097573,1.0,0.0,7.730034404509187,1.1346167923285264,4.242002781641168,6.818680916477564,4.909962667447478
2001,71,6841,1760731,197201872.0,172551638.0,1115330.704439,533643.0301140001,0.6764705882352942,15.9,18.9,11.7,83.0,79.2,20.2,6.9,19.983347825420235,9.525,21.431,150.189,0.38853180866356074,5.0,0.0,8.412131097822439,1.768186054542119,3.264155626271134,7.62319741062093,5.3351704490918825
2001,73,13696,2869672,123395896.0,80350816.0,791010.13,153965.85799999998,0.6128205128205128,29.5,13.9,9.12,104.0,79.2,20.2,6.9,17.035605462923986,20.557,32.751999999999995,112.47,0.47726708836410575,1.0,0.0,10.832422660150707,1.3699126590077193,3.304628542913615,7.003378783359213,5.199583785185205
2001,75,4219,780865,0.0,10151245.0,34689.46,2534.0,0.5599999999999999,45.0,12.4,7.56,140.4,78.2,19.5,6.6,13.101240291215511,103.551,27.614,0.0,0.5402982589820263,1.0,0.0,13.250689940002433,1.8398826941916975,3.3948249697450903,6.257291593297176,5.5446203889276635
2001,77,2453,591207,7685691.0,11824140.0,482927.8254605,405055.31025090005,2.4863636363636363,14.5,17.5,14.48,82.7,78.2,19.5,6.6,18.587567467908872,13.932,28.883000000000006,205.239,0.41491389648634064,4.0,0.0,9.997344415746094,2.0639133163172967,2.6131287349439365,7.628123482976351,5.4547730321190375
2001,79,1294,251462,1005848.0,4526316.0,90953.46,1014.6100043,2.6733333333333333,26.7,14.4,8.5,95.8,78.2,20.4,7.4,14.712759780801871,7.153,10.332,106.894,0.5145906737399687,1.0,0.0,13.894345865379263,2.056374322959334,2.5025649998806974,7.549848486053559,5.524095091902554
2001,81,3729,705621,0.0,8467452.0,28497.39,24170.58,0.7736842105263156,39.0,8.4,7.08,156.8,80.3,13.9,6.3,11.923397971432257,6.785,57.95399999999999,1.131,0.5284706662641844,0.0,0.0,11.961378700463847,1.1038503672651465,2.7367382773471878,6.373251362983812,5.227168692541747
2001,83,1933,403164,8063280.0,4837968.0,17791.0,0.07200000000000001,1.5199999999999998,29.4,15.6,8.239999999999998,97.8,78.9,18.3,6.5,17.818307190126102,5.949,10.658,109.805,0.4794574912442579,1.0,0.0,12.216864601006042,1.7342818307190127,2.3600817533311504,7.089422666706353,5.097181295949043
2001,85,6832,1688082,8440410.0,25321230.0,356266.30299999996,103159.90199999999,1.4012987012987017,40.5,8.3,8.84,158.5,79.2,20.2,6.9,11.665191619838373,8.446,116.763,48.075,0.40471967593991287,13.0,0.0,9.262464738087369,0.9926650482618735,2.5030182183093,6.535049837626371,5.185589325637024
2001,87,1203,256045,0.0,2560450.0,69346.183,0.0,1.1800000000000002,34.2,15.4,11.34,100.6,79.0,20.6,7.3,16.19988673865922,7.417000000000002,12.492,99.154,0.46983928606299674,1.0,0.0,9.446386377394598,1.5134058466285223,2.7905251030092364,6.845281102931125,5.120974828643403
2001,89,1101,166408,332816.0,332816.0,145414.91999999998,15698.4,1.0797468354430375,16.6,19.0,14.26,71.2,77.3,21.7,7.6,16.444521897985673,4.789,8.98,200.558,0.6616268448632276,1.0,0.0,16.146459304841112,4.16506417960675,3.864597855872314,7.436541512427287,5.707057353011875
2001,91,15,3518,21108.0,7036.0,0.0,0.0,1.35,17.2,13.8,14.02,73.7,78.4,28.8,6.1,12.535531552018192,0.0,27.878,27.878,0.42637862421830586,0.0,0.0,16.685616827743036,2.558271745309835,11.881750994883458,6.79363274587834,5.372370665150654
2001,93,278,43908,0.0,87816.0,187832.0,0.0,0.8740740740740741,17.7,22.6,14.76,58.1,77.2,26.6,8.0,18.74145941514075,2.259,11.293,108.413,0.6331420242324861,2.0,0.0,18.90316115514257,3.407123986517263,5.495581670766148,7.110321581488567,5.600346178372961
2001,95,1627,404209,1212627.0,6871553.0,1417110.4,30660.105,0.9,21.4,12.0,10.56,104.2,79.7,16.9,6.6,13.567980920761288,24.568,43.676,156.34,0.40251454074501064,1.0,0.0,9.025281475672239,1.6013992761170583,2.4153346412375774,6.8308721478245165,5.0904358883646825
2001,97,2577,465293,0.0,5118223.0,30256.0,203.67,0.5353658536585366,28.5,11.0,9.02,103.1,79.3,14.4,6.4,13.741019099793034,9.669,9.454,35.881,0.5538445667568608,1.0,0.0,11.96880245350779,1.8085378460453951,2.326705968067433,6.821723086313355,5.2680783936143465
2001,99,1840,463761,10666503.0,10202742.0,551664.8748999999,50358.86,1.8000000000000005,14.1,19.5,14.98,80.6,77.8,21.1,7.0,19.2784645539405,4.966,14.683,120.701,0.396756087726221,3.0,0.0,10.265632513298877,2.274016141935178,3.3950677180702993,7.38117262986754,5.286990497260442
2001,101,376,80138,1121932.0,721242.0,0.0,0.0,1.106666666666667,15.3,17.5,16.46,78.8,77.3,24.0,7.7,20.027951783174025,2.4930000000000003,9.97,64.806,0.4691906461354164,0.0,15.0,12.114103172028251,2.4582595023584317,3.0147994709126755,7.519528812797923,5.574134617784322
2001,103,379,56685,736905.0,170055.0,250.0,0.0,0.8588235294117647,11.3,22.5,13.38,62.5,77.1,24.5,8.2,20.114668783628826,0.0,0.0,129.284,0.668607215312693,0.0,0.0,14.079562494487078,3.083708212049043,6.963041368968863,7.421716503484167,5.583487695157449
2001,105,75,12859,0.0,0.0,0.0,0.0,0.3333333333333333,15.5,19.7,15.579999999999998,58.4,78.4,24.5,7.8,16.782020374834747,0.0,38.571,208.285,0.5832490862430982,0.0,0.0,17.03864997278171,4.261606656816238,8.406563496383855,7.317831868730072,5.894704098296913
2001,107,1436,373171,48512230.0,13434156.0,52752.03,1.7952,1.8730158730158728,11.5,27.2,15.24,66.1,77.8,21.1,7.0,26.862215981413346,3.207,13.095999999999998,107.71,0.3848101808554255,1.0,0.0,9.441516087798892,1.980057399958732,3.284285220448534,7.415099244046296,5.119904815754707
2001,109,485,55253,1491831.0,386771.0,250.0,0.0,1.1791666666666667,16.1,14.5,12.58,82.4,78.9,23.4,7.4,14.864351256945325,5.4220000000000015,12.652,265.698,0.8777803920149133,0.0,0.0,17.854234159231172,2.66229887969884,5.605125513546776,7.567009936112067,6.0883571932745735
2001,111,3367,766689,43701273.0,14567091.0,73621.7,2690.373,1.2014285714285722,26.9,9.9,9.2,123.0,80.3,13.9,6.3,16.998026579225737,5.202000000000001,17.295,75.42399999999998,0.4391611200891104,2.0,33.0,10.468651565367445,1.4243063354241419,1.6156485876280995,6.926537357390024,5.192587868092538
2001,113,708,175337,876685.0,1753370.0,64275.29,72501.0,1.3714285714285712,34.1,17.5,10.58,91.1,77.3,21.7,7.6,16.80078933710512,11.422,23.986,74.814,0.40379383701101307,2.0,0.0,9.170340544209152,1.574111568009034,2.5237114813188315,8.156293309455506,5.389050799317885
2001,115,307,61249,1776221.0,367494.0,10.0,30919.3,1.2733333333333332,10.3,21.6,15.78,72.1,75.6,29.4,8.7,22.166892520694216,3.256,19.536,122.098,0.501232673186501,0.0,0.0,10.65160247514245,2.9975999608156867,4.834364642688044,7.4515502293915,5.27518816633741
2002,1,6402,1462106,14621060.0,33628438.0,645790.6100000001,33885.076,0.7983333333333336,34.9,11.5,9.24,126.3,79.2,20.2,6.9,13.780327828488495,18.931,84.23700000000002,59.245,0.43786155039374713,3.0,0.0,9.40232787499675,1.4520835014697977,1.7925512924507527,6.522372522922415,5.1193962681228316
2002,5,272,36561,767781.0,548415.0,147806.0,58565.0,1.44,16.6,13.1,11.820000000000002,86.7,79.0,21.7,7.4,11.610732748010175,8.211,13.686,284.659,0.7439621454555401,1.0,0.0,17.59525177101283,2.283854380350647,5.834085500943628,7.324744946801236,5.962637783430432
2002,7,1323,209120,8992160.0,1672960.0,651.0,0.0,0.4863636363636363,21.8,21.4,12.12,70.4,77.3,21.7,7.6,17.739575363427697,7.206,15.373,157.576,0.6326511094108647,1.0,0.0,14.84171767406274,2.9279839326702373,5.781847742922723,7.630547054322877,5.44137337413925
2002,9,306,42380,1737580.0,593320.0,0.0,0.0,1.188888888888889,17.1,13.0,12.62,81.4,78.2,26.0,7.3,13.997168475696084,2.374,9.497,175.69299999999996,0.7220386974988202,0.0,0.0,17.515337423312882,2.6687116564417175,5.733836715431807,7.616800377536574,6.134969325153374
2002,11,73,19232,76928.0,211552.0,295633.0,12462.0,0.55,10.6,13.2,18.82,79.3,77.8,29.3,8.2,24.625623960066555,0.0,15.470999999999998,56.727,0.3795757071547421,0.0,3.0,11.933236272878537,2.131863560732113,4.315723793677205,7.5135191347753745,5.376455906821963
2002,13,4818,979862,8818758.0,22536826.0,4320425.388,56861.905,0.7583333333333333,35.0,10.2,9.28,128.8,80.3,13.9,6.3,12.152731711200149,14.099,29.628,63.343,0.49170189271550485,2.0,0.0,10.944602403195553,1.5238880577060852,2.007221425057814,6.874029200030209,5.318912254991009
